Elapsed time,virtual.lab.inf.uva.es CPU,virtual.lab.inf.uva.es Disks I/O reads,virtual.lab.inf.uva.es Disks I/O writes,virtual.lab.inf.uva.es Memory usedperc,virtual.lab.inf.uva.es Swap,,,
16:21:16.0,24.875,0,19,49.664,11358208,,,
16:21:17.0,15.151,0,13,49.889,11358208,,,
16:21:18.0,9.23,0,16,49.105,11358208,,,
16:21:19.0,20,0,25,49.704,11358208,,,
16:21:20.0,27.411,0,33,49.677,11358208,,,
16:21:21.0,13.131,0,28,50.048,11358208,,,
16:21:22.0,15.92,0,16,50.24,11358208,,,
16:21:23.0,14.871,0,28,50.48,11358208,,,
16:21:24.0,15.92,0,22,51.06,11358208,,,
16:21:25.0,17.676,0,17,51.727,11358208,,,
16:21:26.0,19.072,0,7,51.55,11358208,,,
16:21:27.0,22.564,0,60,50.929,11358208,,,
16:21:28.0,0.515,0,6,50.082,11358208,,,
,,,,,,,,
,,,,,,,,
Media,18.6184290657,0.0397923875,19.9411764706,52.2737231834,11307078.8650519,,,
