Elapsed time,virtual.lab.inf.uva.es CPU,virtual.lab.inf.uva.es Disks I/O reads,virtual.lab.inf.uva.es Disks I/O writes,virtual.lab.inf.uva.es Memory usedperc,virtual.lab.inf.uva.es Swap
16:03:16.0,4.522,0,0,39.717,6598656
16:03:17.0,17.857,0,0,40.668,6598656
16:03:18.0,18.686,0,12,40.752,6598656
16:03:19.0,21.134,0,10,40.278,6598656
16:03:20.0,32.663,0,16,40.469,6598656
16:03:21.0,21.5,0,20,41.165,6598656
16:03:22.0,14.213,0,16,41.116,6598656
16:03:23.0,33.668,0,42,40.808,6598656
16:03:24.0,31.443,0,19,41.159,6598656
16:03:25.0,16.326,0,19,40.303,6598656
16:03:26.0,26.288,0,15,40.914,6598656
16:03:27.0,25,0,16,42.071,6598656
16:03:28.0,14.507,0,17,43.099,6598656
16:03:29.0,21.608,0,13,43.594,6598656
16:03:30.0,26.262,0,17,45.626,6598656
16:03:31.0,26.153,0,9,48.115,6598656
16:03:32.0,36.224,0,9,50.717,6598656
16:03:33.0,34.673,0,10,53.162,6598656
16:03:34.0,33.838,0,13,55.135,6598656
16:03:35.0,12.244,0,26,55.585,6598656
16:03:36.0,19.897,0,12,55.978,6598656
16:03:37.0,25.128,0,13,56.659,6598656
16:03:38.0,29.015,0,12,57.545,6598656
16:03:39.0,64.102,1,62,59.828,7385088
16:03:40.0,73.979,5,103,60.472,7385088
16:03:41.0,97.948,2,100,60.68,7602176
16:03:42.0,55.555,3,66,61.358,7602176
16:03:43.0,51.282,1,73,63.63,8179712
16:03:44.0,51.01,0,76,64.6,8441856
16:03:45.0,70.466,0,101,64.833,8704000
16:03:46.0,35.204,1,42,65.027,8704000
16:03:47.0,17.258,0,18,65.518,8704000
16:03:48.0,1.546,0,6,65.336,8704000
16:03:49.0,7.142,0,15,65.141,8704000
16:03:50.0,12.82,0,28,65.035,8704000
16:03:51.0,10.88,1,10,65.307,8704000
16:03:52.0,8.29,1,22,65.034,8704000
16:03:53.0,7.614,0,12,64.6,8704000
16:03:54.0,14.72,2,16,64.928,8704000
16:03:55.0,9.644,1,13,64.646,8704000
16:03:56.0,23.232,1,17,64.449,8704000
16:03:57.0,17.435,1,20,64.36,8704000
16:03:58.0,10,0,16,64.521,8704000
16:03:59.0,12.886,0,16,64.192,8704000
16:04:00.0,14.948,0,19,63.989,8704000
16:04:01.0,30.303,0,25,64.035,8704000
16:04:02.0,20,1,16,64.204,8704000
16:04:03.0,12.307,3,14,63.879,8704000
16:04:04.0,16.923,0,21,63.88,8704000
16:04:05.0,15.463,1,25,63.138,8704000
16:04:06.0,37.373,1,34,63.522,8704000
16:04:07.0,25,2,14,64.309,8704000
16:04:08.0,17.587,0,20,64.321,8704000
16:04:09.0,18.877,2,21,64.156,8704000
16:04:10.0,17.346,1,19,64.39,8704000
16:04:11.0,13.5,1,14,63.743,8704000
16:04:12.0,15.463,1,17,63.616,8704000
16:04:13.0,18.781,2,16,64.071,8704000
16:04:14.0,43.367,2,63,63.924,8704000
16:04:15.0,20.418,4,19,63.694,8704000
16:04:16.0,27.692,1,78,63.606,8704000
16:04:17.0,17.435,1,13,64.206,8704000
16:04:18.0,12.953,0,13,63.757,8704000
16:04:19.0,13.705,2,19,63.804,8704000
16:04:20.0,15.736,0,3,63.805,8704000
16:04:21.0,27.979,4,22,63.958,8704000
16:04:22.0,13.775,1,7,63.627,8704000
16:04:23.0,16.243,7,12,63.137,8704000
16:04:24.0,14.432,4,7,63.301,8704000
16:04:25.0,12.953,2,10,63.215,8704000
16:04:26.0,9.137,1,18,62.718,8704000
16:04:28.0,26.368,5,6,63.324,8704000
16:04:29.0,14.285,2,9,62.871,8704000
16:04:30.0,20.812,4,9,62.893,8704000
16:04:31.0,16.145,1,12,63.231,8704000
16:04:32.0,25.128,3,14,63.825,8704000
16:04:33.0,10.416,3,21,63.489,8704000
16:04:34.0,14.871,1,12,63.537,8704000
16:04:35.0,12.82,1,15,63.36,8704000
16:04:36.0,14.871,3,6,63.476,8704000
16:04:37.0,19.095,2,16,63.497,8704000
16:04:38.0,18.041,2,6,63.789,8704000
16:04:39.0,25,4,17,63.183,8704000
16:04:40.0,15.463,1,22,63.536,8704000
16:04:41.0,14.646,2,9,63.475,8704000
16:04:42.0,17.258,6,10,63.447,8704000
16:04:43.0,17.277,2,14,64.181,8704000
16:04:44.0,20.707,1,21,64.438,8704000
16:04:45.0,7.692,1,0,63.97,8704000
16:04:46.0,10.416,0,15,63.904,8704000
16:04:47.0,14.358,1,18,64.324,8704000
16:04:48.0,70.833,0,95,63.962,8704000
16:04:49.0,88.659,1,100,62.823,8704000
16:04:50.0,43.654,1,36,64.395,8704000
16:04:51.0,12.376,1,14,63.897,8704000
16:04:52.0,18.556,2,18,63.376,8704000
16:04:53.0,26.562,0,23,63.695,8704000
16:04:54.0,18.974,1,24,64.876,8704000
16:04:55.0,11.855,0,16,64.42,8704000
16:04:56.0,13.197,1,19,64.724,8704000
16:04:57.0,8.717,0,14,64.707,8704000
16:04:58.0,15.625,0,13,64.894,8704000
16:04:59.0,39.285,0,57,64.866,8704000
16:05:00.0,11.734,0,12,64.257,8704000
16:05:01.0,15.228,0,31,64.322,8704000
16:05:02.0,15.897,0,23,65.027,8704000
16:05:03.0,13.333,0,16,65.019,8704000
16:05:04.0,10.714,0,19,64.88,8704000
16:05:05.0,12.307,0,24,64.688,8704000
16:05:06.0,23.834,0,13,64.915,8704000
16:05:07.0,7.142,0,15,64.413,8704000
16:05:08.0,26.53,0,49,64.054,8704000
16:05:09.0,14.795,0,13,64.44,8704000
16:05:10.0,12.307,0,18,64.493,8704000
16:05:11.0,10.824,0,13,64.051,8704000
16:05:12.0,11.167,0,14,63.327,8704000
16:05:13.0,14.72,0,10,63.028,8704000
16:05:14.0,16.923,0,22,62.984,8704000
16:05:15.0,25.757,0,30,62.27,8704000
16:05:16.0,28.934,0,16,62.978,8704000
16:05:17.0,18.09,0,17,62.78,8704000
16:05:18.0,25,0,13,63.281,8704000
16:05:19.0,26.732,0,19,64.359,8704000
16:05:20.0,46.632,0,77,63.927,8704000
16:05:21.0,94.358,0,100,63.456,8704000
16:05:22.0,31.088,0,21,64.424,8704000
16:05:23.0,9.844,0,7,63.772,8704000
16:05:24.0,48.969,0,48,63.943,8704000
16:05:25.0,16.161,0,12,64.054,8704000
16:05:26.0,8.762,0,9,63.611,8704000
16:05:27.0,11.979,0,24,63.898,8704000
16:05:28.0,22.051,0,10,64.402,8704000
16:05:29.0,11.224,0,11,64.649,8704000
16:05:30.0,13.402,0,25,64.302,8704000
16:05:31.0,8.205,0,0,64.782,8704000
16:05:32.0,6.25,0,18,64.923,8704000
16:05:33.0,3.125,0,6,64.705,8704000
16:05:34.0,13.402,0,12,65.01,8704000
16:05:35.0,6.735,0,6,64.259,8704000
16:05:36.0,15.463,0,24,64.185,8704000
16:05:37.0,15.306,0,19,64.224,8704000
16:05:38.0,15.656,0,16,63.586,8704000
16:05:39.0,18.686,0,13,63.564,8704000
16:05:40.0,21.428,0,13,64.104,8704000
16:05:41.0,21.782,0,17,64.092,8704000
16:05:42.0,13.846,0,12,63.912,8704000
16:05:43.0,13.989,0,35,63.785,8704000
16:05:44.0,20.603,0,25,63.783,8704000
16:05:45.0,15.897,0,19,63.634,8704000
16:05:46.0,18.324,0,22,64.07,8704000
16:05:47.0,26.53,0,24,63.288,8704000
16:05:48.0,16.41,0,14,63.727,8704000
16:05:49.0,19.072,0,11,64.176,8704000
16:05:50.0,15.816,0,14,63.988,8704000
16:05:51.0,12.82,0,13,64.201,8704000
16:05:52.0,25.773,0,50,64.006,8704000
16:05:53.0,68.877,0,82,64.208,8704000
16:05:54.0,13.705,0,18,64.571,8704000
16:05:55.0,14.871,0,13,64.742,8704000
16:05:56.0,12.886,0,22,64.518,8704000
16:05:57.0,13.775,0,15,64.464,8704000
16:05:58.0,12.307,0,26,64.264,8704000
16:05:59.0,20,0,15,64.238,8704000
16:06:00.0,8.247,0,27,63.786,8704000
16:06:01.0,16.751,0,15,64.432,8704000
16:06:02.0,14.136,0,19,64.612,8704000
16:06:03.0,16.923,0,29,64.467,8704000
16:06:04.0,12.5,0,15,64.418,8704000
16:06:05.0,19.072,0,24,64.43,8704000
16:06:06.0,7.179,0,14,64.028,8704000
16:06:07.0,14.432,0,14,63.652,8704000
16:06:08.0,17.258,0,14,63.649,8704000
16:06:09.0,22.335,0,19,63.823,8704000
16:06:10.0,16.326,0,14,64.06,8704000
16:06:11.0,26.701,0,47,63.674,8704000
16:06:12.0,12.307,0,12,64.085,8704000
16:06:13.0,19.072,0,19,64.498,8704000
16:06:14.0,9.793,0,8,64.532,8704000
16:06:15.0,5.699,0,11,64.421,8704000
16:06:16.0,13.846,0,16,64.226,8704000
16:06:17.0,11.734,0,15,64.089,8704000
16:06:18.0,19.487,0,24,64.307,8704000
16:06:19.0,70.408,0,82,64.024,8704000
16:06:20.0,23.35,0,12,63.775,8704000
16:06:21.0,17.616,0,12,63.181,8704000
16:06:22.0,17.258,0,15,63.094,8704000
16:06:23.0,19.487,0,20,63.347,8704000
16:06:24.0,37.113,0,61,63.082,8704000
16:06:25.0,73.437,0,72,63.242,8704000
16:06:26.0,11.398,0,12,63.09,8704000
16:06:27.0,17.948,0,14,63.655,8704000
16:06:28.0,20.725,0,18,63.747,8704000
16:06:29.0,18.652,0,17,64.234,8704000
16:06:30.0,12.69,0,17,64.363,8704000
16:06:31.0,13.775,0,16,64.304,8704000
16:06:32.0,18.75,0,19,64.63,8704000
16:06:33.0,11.224,0,13,64.755,8704000
16:06:34.0,9.326,0,8,64.923,8704000
16:06:35.0,8.673,0,15,64.608,8704000
16:06:36.0,11.557,0,9,64.572,8704000
16:06:37.0,7.692,0,9,64.765,8704000
16:06:38.0,6.666,0,12,64.278,8704000
16:06:39.0,24.479,0,42,64.053,8704000
16:06:40.0,22.564,0,32,64.275,8704000
16:06:41.0,14.213,0,10,64.211,8704000
16:06:42.0,21.428,0,22,64.361,8704000
16:06:43.0,10.471,0,17,63.846,8704000
16:06:44.0,11.224,0,17,63.591,8704000
16:06:45.0,14.507,0,28,63.542,8704000
16:06:46.0,24.226,0,10,63.861,8704000
16:06:47.0,15.228,0,13,63.87,8704000
16:06:48.0,20.918,0,19,63.423,8704000
16:06:49.0,17.435,0,16,64.043,8704000
16:06:50.0,21.428,0,16,64.575,8704000
16:06:51.0,9.375,0,15,64.424,8704000
16:06:52.0,28.787,0,22,63.933,8704000
16:06:53.0,13.157,0,16,63.898,8704000
16:06:54.0,16.326,0,13,64.039,8704000
16:06:55.0,15.306,0,16,63.863,8704000
16:06:56.0,50,0,105,63.817,8704000
16:06:57.0,72.588,0,99,63.379,8704000
16:06:58.0,34.517,0,16,63.225,8704000
16:06:59.0,23.979,0,21,63.488,8704000
16:07:00.0,24.226,0,24,63.367,8704000
16:07:01.0,18.556,0,19,63.716,8704000
16:07:02.0,16.41,0,7,64.1,8704000
16:07:03.0,42.051,0,69,64.208,8704000
16:07:04.0,12.953,0,12,64.491,8704000
16:07:05.0,12.953,0,15,64.941,8704000
16:07:06.0,13.402,0,10,65.263,8704000
16:07:07.0,5.699,0,19,65.241,8704000
16:07:08.0,2.083,0,9,64.718,8704000
16:07:09.0,19.072,0,6,64.318,8704000
16:07:10.0,7.07,0,3,64.205,8704000
16:07:11.0,15.656,0,9,64.26,8704000
16:07:12.0,11.442,0,12,64.221,8704000
16:07:13.0,20,0,20,64.544,8704000
16:07:14.0,13.775,0,18,64.642,8704000
16:07:15.0,8.673,0,16,64.165,8704000
16:07:16.0,17.91,0,16,64.094,8704000
16:07:17.0,11.458,0,10,63.523,8704000
16:07:18.0,19.473,0,27,63.459,8704000
16:07:19.0,22.164,0,18,63.768,8704000
16:07:20.0,10.937,0,18,63.38,8704000
16:07:21.0,19.897,0,25,62.878,8704000
16:07:22.0,15.979,0,16,62.748,8704000
16:07:23.0,22.564,0,27,63.082,8704000
16:07:24.0,19.796,0,25,63.201,8704000
16:07:25.0,16.326,0,9,63.732,8704000
16:07:26.0,20.304,0,18,63.834,8704000
16:07:27.0,15.151,0,19,63.703,8704000
16:07:28.0,31.979,0,66,63.884,8704000
16:07:29.0,54.404,0,64,63.682,8704000
16:07:30.0,11.675,0,10,64.026,8704000
16:07:31.0,7.142,0,13,64.082,8704000
16:07:32.0,7.772,0,8,63.766,8704000
16:07:33.0,30.412,0,59,64.222,8704000
16:07:34.0,36.923,0,65,64.575,8704000
16:07:35.0,25.257,0,30,64.502,8704000
16:07:36.0,20.297,0,12,64.592,8704000
16:07:37.0,6.282,0,6,64.763,8704000
16:07:38.0,22.335,0,18,65.102,8704000
16:07:39.0,9.326,0,3,64.757,8704000
16:07:40.0,4.145,0,7,64.356,8704000
16:07:41.0,10.416,0,7,64.348,8704000
16:07:42.0,10.362,0,12,64.11,8704000
16:07:43.0,17.01,0,24,64.241,8704000
16:07:44.0,18.134,0,10,64.733,8704000
16:07:45.0,9.23,0,15,64.619,8704000
16:07:46.0,10.994,0,13,64.483,8704000
16:07:47.0,7.253,0,13,63.785,8704000
16:07:48.0,12.886,0,21,63.161,8704000
16:07:49.0,19.587,0,21,62.986,8704000
16:07:50.0,20.918,0,21,63.101,8704000
16:07:51.0,12.5,0,15,63.156,8704000
16:07:52.0,18.974,0,16,63.241,8704000
16:07:53.0,16.836,0,28,62.761,8704000
16:07:54.0,21.243,0,13,63.554,8704000
16:07:55.0,27.04,0,17,63.615,8704000
16:07:56.0,16.923,0,25,63.211,8704000
16:07:57.0,13.265,0,17,63.552,8704000
16:07:58.0,22.448,0,7,63.793,8704000
16:07:59.0,35.233,0,45,63.525,8704000
16:08:00.0,30.208,0,55,63.231,8704000
16:08:01.0,43.814,0,73,63.655,8704000
16:08:02.0,23.958,0,16,64.139,8704000
16:08:03.0,9.326,0,13,64.155,8704000
16:08:04.0,8.717,0,7,64.098,8704000
16:08:05.0,19.487,0,25,64.152,8704000
16:08:06.0,10.714,0,17,63.794,8704000
16:08:07.0,17.857,0,12,64.237,8704000
16:08:08.0,14.583,0,13,64.277,8704000
16:08:09.0,9.947,0,19,64.494,8704000
16:08:10.0,15.306,0,8,64.175,8704000
16:08:11.0,6.735,0,14,64.153,8704000
16:08:12.0,11.398,0,19,63.364,8704000
16:08:13.0,26.153,0,28,64.576,8704000
16:08:14.0,23.35,0,14,64.692,8704000
16:08:15.0,11.398,0,10,64.606,8704000
16:08:16.0,7.216,0,21,64.571,8704000
16:08:17.0,11.855,0,19,64.296,8704000
