Elapsed time,virtual.lab.inf.uva.es CPU,virtual.lab.inf.uva.es Disks I/O reads,virtual.lab.inf.uva.es Disks I/O writes,virtual.lab.inf.uva.es Memory usedperc,virtual.lab.inf.uva.es Swap
14:53:06.0,7.265,0,0,42.157,18440192
14:53:07.0,70.297,0,27,42.248,18440192
14:53:08.0,95.5,0,35,41.999,18440192
14:53:09.0,96.482,0,47,41.776,18440192
14:53:10.0,73.5,0,29,40.516,18440192
14:53:11.0,97.487,0,32,40.281,18440192
14:53:12.0,97.979,0,52,40.524,18440192
14:53:13.0,97.487,0,39,39.818,18440192
14:53:14.0,97.029,0,53,40.46,18440192
14:53:15.0,97,0,35,40.633,18440192
14:53:16.0,95.979,0,33,40.182,18440192
14:53:17.0,96.5,0,87,41.559,18440192
14:53:18.0,97.969,0,41,41.986,18440192
14:53:19.0,98.5,0,55,40.746,18440192
14:53:20.0,97.5,0,44,42.375,18440192
14:53:21.0,97.474,0,38,42.558,18440192
14:53:22.0,96.969,0,36,44.534,18440192
14:53:23.0,97.5,0,31,46.25,18440192
14:53:24.0,96.482,0,35,47.728,18440192
14:53:25.0,97.487,0,59,49.14,18440192
14:53:26.0,97,0,45,50.649,18440192
14:53:27.0,97.969,0,58,51.936,18440192
14:53:28.0,96.984,0,36,53.535,18440192
14:53:29.0,98.492,0,49,54.27,18440192
14:53:30.0,97.5,0,30,55.699,18440192
14:53:31.0,97.474,0,34,56.28,18440192
14:53:32.0,96,0,53,55.87,18440192
14:53:33.0,97.989,0,105,57.332,18440192
14:53:34.0,100,0,100,55.518,18440192
14:53:35.0,65.989,0,45,53.173,18440192
14:53:36.0,95.979,0,63,50.856,18440192
14:53:37.0,96.428,0,31,54.636,18440192
14:53:38.0,97.989,0,11,58.013,18440192
14:53:39.0,98.477,0,64,62.144,18440192
14:53:40.0,98.5,1,101,62.946,18968576
14:53:41.0,97,6,96,59.769,18968576
14:53:42.0,95.959,14,34,56.561,18968576
14:53:43.0,93.939,3,59,54.33,18968576
14:53:44.0,97,3,39,55.258,18968576
14:53:45.0,97.979,0,38,58.83,18968576
14:53:46.0,98.994,0,38,63.557,18968576
14:53:47.0,99.004,1,79,64.262,18968576
14:53:48.0,95.897,12,100,57.096,18968576
14:53:49.0,90.404,4,52,55.885,18968576
14:53:50.0,91.044,8,82,51.001,18968576
14:53:51.0,97.461,2,68,53.209,18968576
14:53:52.0,96.5,3,21,56.482,18968576
14:53:53.0,99.497,0,64,60.827,18968576
14:53:54.0,98.492,0,3,63.445,18968576
14:53:55.0,97.487,0,13,60.429,18968576
14:53:56.0,95.959,0,39,57.384,18968576
14:53:57.0,96.969,0,69,54.496,18968576
14:53:58.0,95.979,0,58,53.738,18968576
14:53:59.0,98.5,0,53,60.134,18968576
14:54:00.0,98.994,1,65,66.886,18968576
14:54:01.0,96.969,25,100,60.227,19755008
14:54:02.0,95.5,1,98,54.848,19755008
14:54:03.0,94.897,0,76,49.654,19755008
14:54:04.0,96.482,0,26,52.784,19755008
14:54:05.0,97.282,6,11,56.588,19755008
14:54:06.0,99,0,43,60.531,19755008
14:54:07.0,97.461,6,17,63.782,19755008
14:54:08.0,96.984,0,2,61.064,19755008
14:54:09.0,96.984,0,9,58.624,19755008
14:54:10.0,95,0,61,53.331,19755008
14:54:11.0,96.464,0,52,52.93,19755008
14:54:12.0,97.989,0,41,59.3,19755008
14:54:13.0,99.5,0,33,66.372,19755008
14:54:14.0,97.487,0,24,61.656,19755008
14:54:15.0,94,0,55,55.591,19755008
14:54:16.0,95.959,0,59,55.861,19755008
14:54:17.0,96.5,0,43,57.137,19755008
14:54:18.0,97.487,0,26,57.831,19755008
14:54:19.0,98.492,0,31,59.762,19755008
14:54:20.0,98.009,0,16,60.497,19755008
14:54:21.0,97.474,0,11,60.961,19755008
14:54:22.0,95.5,0,56,56.54,19755008
14:54:23.0,98.5,0,69,55.379,19755008
14:54:24.0,98,0,58,60.176,19755008
14:54:25.0,98.994,0,27,65.209,19755008
14:54:26.0,97.989,0,37,61.735,19755008
14:54:27.0,95.979,0,48,56.271,19755008
14:54:28.0,97.474,0,38,56.656,19755008
14:54:29.0,96.969,0,38,56.772,19755008
14:54:30.0,95.959,0,27,57.466,19755008
